utt_id,maya,spk_id,filename
spk_006_utt_0334,jkaline' ku bin u yil xmáaj tiila,spk_006,7f7zF-ohGHc_0000
spk_008_utt_0020,jkaline máan u ch'a' jsaan utia'al ka'aj múul xi'iko'ob u yil xmáaj tiila,spk_008,7f7zF-ohGHc_0001
spk_008_utt_0021,ti' lelo' jkaline' ku ya'alik ti'ob táan u bin kajtal íitsmal jayp'éel k'iin,spk_008,7f7zF-ohGHc_0002
spk_009_utt_0077,ko'ox jsaan,spk_009,7f7zF-ohGHc_0003
spk_010_utt_0044,"ko'ox, ta juunal wáa taalech",spk_010,7f7zF-ohGHc_0004
spk_009_utt_0078,"tin juunal, ma' taal in maama mix in taatai', p'áato'ob íitsmal wale'",spk_009,7f7zF-ohGHc_0005
spk_010_utt_0045,"ko'ox, naats' u yotoch le xmáaj tiilao'",spk_010,7f7zF-ohGHc_0006
spk_009_utt_0079,yéetel máax túun kajakbal le xmáaj tiilao',spk_009,7f7zF-ohGHc_0007
spk_010_utt_0046,"yéetel juntúul u yáabil, jach ki'ichpam",spk_010,7f7zF-ohGHc_0008
spk_009_utt_0080,ts'oka'an wáa túun u beel,spk_009,7f7zF-ohGHc_0009
spk_010_utt_0047,"ts'okan ka'achij, ba'ale' kimeen u yíicham",spk_010,7f7zF-ohGHc_0010
spk_009_utt_0081,ba'ax úuch ti',spk_009,7f7zF-ohGHc_0011
spk_010_utt_0048,bin ts'on kéeje' ka'aj xí'ik ts'onta'abij,spk_010,7f7zF-ohGHc_0012
spk_010_utt_0049,le ba'al je'ela' ma' seen úuchi',spk_010,7f7zF-ohGHc_0013
spk_010_utt_0050,yaan kex jump'éel ja'ab wale',spk_010,7f7zF-ohGHc_0014
spk_009_utt_0082,yaan wáa túun u paalal,spk_009,7f7zF-ohGHc_0015
spk_010_utt_0051,"mina'an, ma' úuch ts'o'okok u beelo'ob ka'achi'",spk_010,7f7zF-ohGHc_0016
spk_009_utt_0083,ma' wáa túun ka ts'o'ok u beeli',spk_009,7f7zF-ohGHc_0017
spk_010_utt_0052,"ma' tak be'ooraa' ma', ba'ale' ma' k ojel wáa ichil jump'íit k'iine'",spk_010,7f7zF-ohGHc_0018
spk_010_utt_0053,"ku ka' ts'o'okol u beel tu ka'a téen, ba'axten",spk_010,7f7zF-ohGHc_0019
spk_009_utt_0084,chéen tumen; buka'aj u bin k kóojol,spk_009,7f7zF-ohGHc_0020
spk_010_utt_0054,ts'o'ok k k'uchul leti' le su'ukil naja',spk_010,7f7zF-ohGHc_0021
spk_009_utt_0085,"xmáaj tiila, ba'ax ka beetik beya'",spk_009,7f7zF-ohGHc_0022
spk_011_utt_0024,"táan in jóoyabtil in paak'al, taalo'ob wáa a yuum yéetel a maamao'",spk_011,7f7zF-ohGHc_0023
spk_009_utt_0086,"ma' taalo'obi'. xmáaj tiila, chéen taalen in wa'al teche' bejla'ab in bin íitsmale'",spk_009,7f7zF-ohGHc_0024
spk_009_utt_0087,ti' bíin kajlaken jayp'éel k'iini',spk_009,7f7zF-ohGHc_0025
spk_011_utt_0025,táan a bin a wilo'ob,spk_011,7f7zF-ohGHc_0026
spk_009_utt_0088,jaaj,spk_009,7f7zF-ohGHc_0027
spk_010_utt_0055,ba'ax oora a bin,spk_010,7f7zF-ohGHc_0028
spk_009_utt_0089,be'oorae',spk_009,7f7zF-ohGHc_0029
spk_010_utt_0056,"lep' a wóol túuni', te'eytak u máan le waawáo'",spk_010,7f7zF-ohGHc_0030
spk_009_utt_0090,tu'ux ku máan,spk_009,7f7zF-ohGHc_0031
spk_011_utt_0026,aktáan ti' le ch'e'en kaajo',spk_011,7f7zF-ohGHc_0032
spk_009_utt_0091,"ma'alob, pa'atik in bin",spk_009,7f7zF-ohGHc_0033
spk_010_utt_0057,ba'ax k'iin a suut,spk_010,7f7zF-ohGHc_0034
spk_009_utt_0092,"wáa ba'axe' tak juulio wale', je'el in taal in xíimbalteche'",spk_009,7f7zF-ohGHc_0035
spk_009_utt_0093,chéen ta juunal kaja'anech máasima',spk_009,7f7zF-ohGHc_0036
spk_011_utt_0027,"ma', yéetel in wáabil, ma' bakáan ta k'aj óoltaji'",spk_011,7f7zF-ohGHc_0037
spk_009_utt_0094,"mixba'al ti'e', je'elili' in k'aj óoltik le kéen suunakene'",spk_009,7f7zF-ohGHc_0038
spk_011_utt_0028,"ma'alob túun, xi'ikech yéetel ya'abkach uts",spk_011,7f7zF-ohGHc_0039
spk_010_utt_0058,kaláantaba wale',spk_010,7f7zF-ohGHc_0040
spk_010_utt_0059,wáa ba'ax xane' je'el in k'uchul in wilech tolo',spk_010,7f7zF-ohGHc_0041
spk_009_utt_0095,"ma'alob, bix ma'il, ti' kin in páa'techi'",spk_009,7f7zF-ohGHc_0042
spk_009_utt_0096,"ma'alob túun, je'el ku taal le waawáo'",spk_009,7f7zF-ohGHc_0043
spk_008_utt_0022,"bey túuno', jkaline' na'ak te' waawáo' ka'aj bin íitsmal.",spk_008,7f7zF-ohGHc_0044
spk_008_utt_0023,yéetel yaj óolal binij tumeen kex ma' u k'áate',spk_008,7f7zF-ohGHc_0045
spk_008_utt_0024,anchaj u p'atik máaxo'ob tu k'aj óoltaj tu kaajil k'íimbila';,spk_008,7f7zF-ohGHc_0046
spk_008_utt_0025,"ba'ale' ki'imak xan u yóol tumen tu k'aj óoltaj le kaajo',",spk_008,7f7zF-ohGHc_0047
spk_008_utt_0026,uláak' máako'ob bey xan uláak' ya'abkach ba'alo'ob,spk_008,7f7zF-ohGHc_0048
spk_008_utt_0027,"chéen juntúulili' máax tu bineltaj u k'aj óoltik: u yáabil xmáaj tiila,",spk_008,7f7zF-ohGHc_0049
spk_008_utt_0028,"ba'ale' tu ya'alal yaan u béeytal, le kéen suunak",spk_008,7f7zF-ohGHc_0050
spk_008_utt_0029,"bejla'ab túune' jkaline' óoxp'éel u kaajal yaan: jo', íitsmal yéetel k'íimbila'.",spk_008,7f7zF-ohGHc_0051
spk_014_utt_0001,bix a k'aaba',spk_014,ana_grabacion_1_0000
spk_014_utt_0002,in k'aaba'e',spk_014,ana_grabacion_2_0000
spk_014_utt_0003,bix a beel,spk_014,ana_grabacion_3_0000
spk_014_utt_0004,ki'imak in wóol,spk_014,ana_grabacion_4_0000
spk_014_utt_0005,k'uuxen,spk_014,ana_grabacion_5_0000
spk_014_utt_0006,luba'an in wóol,spk_014,ana_grabacion_6_0000
spk_014_utt_0007,k'oja'anen,spk_014,ana_grabacion_7_0000
spk_014_utt_0008,wi'ijen,spk_014,ana_grabacion_8_0000
spk_014_utt_0009,uk'ajen,spk_014,ana_grabacion_9_0000
spk_014_utt_0010,ba'ax ka beetik,spk_014,ana_grabacion_10_0000
spk_014_utt_0011,tu'ux ka bin,spk_014,ana_grabacion_11_0000
spk_014_utt_0012,taak in bin,spk_014,ana_grabacion_12_0000
spk_014_utt_0013,taak in wenel,spk_014,ana_grabacion_13_0000
spk_014_utt_0014,ko'oten waye',spk_014,ana_grabacion_14_0000
spk_014_utt_0015,ko'ox xíimbal,spk_014,ana_grabacion_15_0000
spk_014_utt_0016,jach níib óolal,spk_014,ana_grabacion_16_0000
spk_014_utt_0017,mixba'al,spk_014,ana_grabacion_17_0000
spk_014_utt_0018,ka anaktech jump'éel jats'uts k'iin,spk_014,ana_grabacion_18_0000
spk_014_utt_0019,ka xi'iktech utsil,spk_014,ana_grabacion_19_0000
spk_014_utt_0020,je'el k-ilikba'e',spk_014,ana_grabacion_20_0000
spk_015_utt_0001,bix a k'aaba',spk_015,magdalena_grabacion_1_0000
spk_015_utt_0002,in k'aaba'e',spk_015,magdalena_grabacion_2_0000
spk_015_utt_0003,bix a beel,spk_015,magdalena_grabacion_3_0000
spk_015_utt_0004,ki'imak in wóol,spk_015,magdalena_grabacion_4_0000
spk_015_utt_0005,k'uuxen,spk_015,magdalena_grabacion_5_0000
spk_015_utt_0006,luba'an in wóol,spk_015,magdalena_grabacion_6_0000
spk_015_utt_0007,k'oja'anen,spk_015,magdalena_grabacion_7_0000
spk_015_utt_0008,wi'ijen,spk_015,magdalena_grabacion_8_0000
spk_015_utt_0009,uk'ajen,spk_015,magdalena_grabacion_9_0000
spk_015_utt_0010,ba'ax ka beetik,spk_015,magdalena_grabacion_10_0000
spk_015_utt_0011,tu'ux ka bin,spk_015,magdalena_grabacion_11_0000
spk_015_utt_0012,taak in bin,spk_015,magdalena_grabacion_12_0000
spk_015_utt_0013,taak in wenel,spk_015,magdalena_grabacion_13_0000
spk_015_utt_0014,ko'oten waye',spk_015,magdalena_grabacion_14_0000
spk_015_utt_0015,ko'ox xíimbal,spk_015,magdalena_grabacion_15_0000
spk_015_utt_0016,jach níib óolal,spk_015,magdalena_grabacion_16_0000
spk_015_utt_0017,mixba'al,spk_015,magdalena_grabacion_17_0000
spk_015_utt_0018,ka anaktech jump'éel jats'uts k'iin,spk_015,magdalena_grabacion_18_0000
spk_015_utt_0019,ka xi'iktech utsil,spk_015,magdalena_grabacion_19_0000
spk_015_utt_0020,je'el k-ilikba'e',spk_015,magdalena_grabacion_20_0000
spk_016_utt_0001,bix a k'aaba',spk_016,manuel_grabacion_1_0000
spk_016_utt_0002,in k'aaba'e',spk_016,manuel_grabacion_2_0000
spk_016_utt_0003,bix a beel,spk_016,manuel_grabacion_3_0000
spk_016_utt_0004,ki'imak in wóol,spk_016,manuel_grabacion_4_0000
spk_016_utt_0005,k'uuxen,spk_016,manuel_grabacion_5_0000
spk_016_utt_0006,luba'an in wóol,spk_016,manuel_grabacion_6_0000
spk_016_utt_0007,k'oja'anen,spk_016,manuel_grabacion_7_0000
spk_016_utt_0008,wi'ijen,spk_016,manuel_grabacion_8_0000
spk_016_utt_0009,uk'ajen,spk_016,manuel_grabacion_9_0000
spk_016_utt_0010,ba'ax ka beetik,spk_016,manuel_grabacion_10_0000
spk_016_utt_0011,tu'ux ka bin,spk_016,manuel_grabacion_11_0000
spk_016_utt_0012,taak in bin,spk_016,manuel_grabacion_12_0000
spk_016_utt_0013,taak in wenel,spk_016,manuel_grabacion_13_0000
spk_016_utt_0014,ko'oten waye',spk_016,manuel_grabacion_14_0000
spk_016_utt_0015,ko'ox xíimbal,spk_016,manuel_grabacion_15_0000
spk_016_utt_0016,jach níib óolal,spk_016,manuel_grabacion_16_0000
spk_016_utt_0017,mixba'al,spk_016,manuel_grabacion_17_0000
spk_016_utt_0018,ka anaktech jump'éel jats'uts k'iin,spk_016,manuel_grabacion_18_0000
spk_016_utt_0019,ka xi'iktech utsil,spk_016,manuel_grabacion_19_0000
spk_016_utt_0020,je'el k-ilikba'e',spk_016,manuel_grabacion_20_0000
spk_017_utt_0001,bix a k'aaba',spk_017,mauricio_grabacion_1_0000
spk_017_utt_0002,in k'aaba'e',spk_017,mauricio_grabacion_2_0000
spk_017_utt_0003,bix a beel,spk_017,mauricio_grabacion_3_0000
spk_017_utt_0004,ki'imak in wóol,spk_017,mauricio_grabacion_4_0000
spk_017_utt_0005,k'uuxen,spk_017,mauricio_grabacion_5_0000
spk_017_utt_0006,luba'an in wóol,spk_017,mauricio_grabacion_6_0000
spk_017_utt_0007,k'oja'anen,spk_017,mauricio_grabacion_7_0000
spk_017_utt_0008,wi'ijen,spk_017,mauricio_grabacion_8_0000
spk_017_utt_0009,uk'ajen,spk_017,mauricio_grabacion_9_0000
spk_017_utt_0010,ba'ax ka beetik,spk_017,mauricio_grabacion_10_0000
spk_017_utt_0011,tu'ux ka bin,spk_017,mauricio_grabacion_11_0000
spk_017_utt_0012,taak in bin,spk_017,mauricio_grabacion_12_0000
spk_017_utt_0013,taak in wenel,spk_017,mauricio_grabacion_13_0000
spk_017_utt_0014,ko'oten waye',spk_017,mauricio_grabacion_14_0000
spk_017_utt_0015,ko'ox xíimbal,spk_017,mauricio_grabacion_15_0000
spk_017_utt_0016,jach níib óolal,spk_017,mauricio_grabacion_16_0000
spk_017_utt_0017,mixba'al,spk_017,mauricio_grabacion_17_0000
spk_017_utt_0018,ka anaktech jump'éel jats'uts k'iin,spk_017,mauricio_grabacion_18_0000
spk_017_utt_0019,ka xi'iktech utsil,spk_017,mauricio_grabacion_19_0000
spk_017_utt_0020,je'el k-ilikba'e',spk_017,mauricio_grabacion_20_0000
spk_018_utt_0001,bix a k'aaba',spk_018,amigo_de_camacho_grabacion_1_0000
spk_018_utt_0002,in k'aaba'e',spk_018,amigo_de_camacho_grabacion_2_0000
spk_018_utt_0003,bix a beel,spk_018,amigo_de_camacho_grabacion_3_0000
spk_018_utt_0004,ki'imak in wóol,spk_018,amigo_de_camacho_grabacion_4_0000
spk_018_utt_0005,k'uuxen,spk_018,amigo_de_camacho_grabacion_5_0000
spk_018_utt_0006,luba'an in wóol,spk_018,amigo_de_camacho_grabacion_6_0000
spk_018_utt_0007,k'oja'anen,spk_018,amigo_de_camacho_grabacion_7_0000
spk_018_utt_0008,wi'ijen,spk_018,amigo_de_camacho_grabacion_8_0000
spk_018_utt_0009,uk'ajen,spk_018,amigo_de_camacho_grabacion_9_0000
spk_018_utt_0010,ba'ax ka beetik,spk_018,amigo_de_camacho_grabacion_10_0000
spk_018_utt_0011,tu'ux ka bin,spk_018,amigo_de_camacho_grabacion_11_0000
spk_018_utt_0012,taak in bin,spk_018,amigo_de_camacho_grabacion_12_0000
spk_018_utt_0013,taak in wenel,spk_018,amigo_de_camacho_grabacion_13_0000
spk_018_utt_0014,ko'oten waye',spk_018,amigo_de_camacho_grabacion_14_0000
spk_018_utt_0015,ko'ox xíimbal,spk_018,amigo_de_camacho_grabacion_15_0000
spk_018_utt_0016,jach níib óolal,spk_018,amigo_de_camacho_grabacion_16_0000
spk_018_utt_0017,mixba'al,spk_018,amigo_de_camacho_grabacion_17_0000
spk_018_utt_0018,ka anaktech jump'éel jats'uts k'iin,spk_018,amigo_de_camacho_grabacion_18_0000
spk_018_utt_0019,ka xi'iktech utsil,spk_018,amigo_de_camacho_grabacion_19_0000
spk_018_utt_0020,je'el k-ilikba'e',spk_018,amigo_de_camacho_grabacion_20_0000
spk_002_utt_0155,bix a beele'ex láak'tsile'ex,spk_002,mydn6E0gPWw_0000
spk_019_utt_0001,xtakumbil xunáan le tsikbalo u k'aaba'e xta'akumbil xunáan xta'akumbil xunáane u k'áat u ya'ale tu'ux ta'aka'an jump'éel ko'olel,spk_019,01_Anatolio_Pech_1
spk_019_utt_0002,jaaj ta'akumbil xunáano le xunáano jump'éel ko'olel le u k'áat u ya'al beyo lelo yaan jump'éel le chan kaajo,spk_019,01_Anatolio_Pech_2
spk_019_utt_0003,u k'aaba'e ya'axche palomeke u ya'ala'al ti u k'aaba le chan kaajo entonkes beyo lelo le ko'olelo sáansamale yaan u bin xíinxíimbal ti le chan kaajo,spk_019,01_Anatolio_Pech_3
spk_019_utt_0004,káan u yila tu bin tu taal u yáa'biltale ku yokol ti le chan kaajo ku máan u k'áat tu'ux u yaantal je'el máax iknale,spk_019,01_Anatolio_Pech_4
spk_019_utt_0005,pero leti'e u tuukul beyo le káan weenek le u yuumil le najo ku yokoltik jump'éel paal wáaj jump'éel jun nojoch máak wáaj bix beyo,spk_019,01_Anatolio_Pech_5
spk_019_utt_0006,pero yaan u tsa'aysik k'oja'anil ti ku k'áatik u páajtalil ti jump'éel máak tu yotoche,spk_019,01_Anatolio_Pech_6
spk_019_utt_0007,ma wáaj táan a k'amiken ti le noche in wenel ta wéetela tumen tene mixtu'ux in yaantal,spk_019,01_Anatolio_Pech_7
spk_019_utt_0008,mixmáak in k'ajóol weye wa ka a k'amen ta wotoche kin wenel sáamale kin bin,spk_019,01_Anatolio_Pech_8
spk_019_utt_0009,pues komo ma u yojel máake ka wa'alik ti'e  pues oken ko'oten le káan weenekeche,spk_019,01_Anatolio_Pech_9
spk_019_utt_0010,ku beetik u ba'ala u ts'áaj teech a wúuts'bentej uti'al ka k'aasak a tuukul ka sa'atak a na'at beyo pues lela sáansamale beyo,spk_019,01_Anatolio_Pech_10
spk_019_utt_0011,juntúul máak ku sa'atal tu yotoch sáansamale juntúul máak ku sa'atal tu yotoch,spk_019,01_Anatolio_Pech_11
spk_019_utt_0012,jump'éel u k'iinile yaan juntúul le máako ku ya'ala'al ti le máak je'elo ku tsayik suum de xchi'ichi'ibej,spk_019,01_Anatolio_Pech_12
spk_019_utt_0013,de le xchi'ichi'ibejo le ku jit'ik beya ku beetik jump'éel suume pero yaan u payalchi'il ikil u ya'alik bey uti'al u meentiko ka tu ya'alaje  pues tene yaan in chukik le ko'olelo,spk_019,01_Anatolio_Pech_13
spk_019_utt_0014,yaan in wilik bix ken in chukik ka tu machaj le ta'ano ka jmáan u tos bey tu jool u taanaj kada máak beyo kada máak túune tu tosik le ta'an beya,spk_019,01_Anatolio_Pech_14
spk_019_utt_0015,le tu'ux kun u yil chíika'an tu'ux pe'echak'naj tu bine ku seguir ku bin tu paach,spk_019,01_Anatolio_Pech_15
spk_019_utt_0016,bey tu chukil le ko'olelo ka jok ti jump'éel nojoch áaktun le nojoch áaktun tu'ux oko ka bin beya míin kex jumpuul ch'iinil beya,spk_019,01_Anatolio_Pech_16
spk_019_utt_0017,ti ku náakale ku beeta'al jump'éel xk'atabche uti'al u yéemel máak beya,spk_019,01_Anatolio_Pech_17
spk_019_utt_0018,ku ts'o'okole ku ka ch'i'ik uláak bej beya uti'al u bine hasta káan k'uchukech ti jump'éel jool bin nojoch jool beya,spk_019,01_Anatolio_Pech_18
spk_019_utt_0019,bey a wa'alik ma tu yutstal u yokol máake tumen mixba'al yaan a machikabáaj mixtu'ux pero leti'e ka jtaale le suum tu beetaj de le chi'ichi'ibejo ka tu k'axaj,spk_019,01_Anatolio_Pech_19
spk_019_utt_0020,ti jump'éel tuunich yaan u joolil beya ka tu jalk'esubáaj beya ka tu jalk'esubae,spk_019,01_Anatolio_Pech_20
spk_019_utt_0021,ka jk'uch tu'ux yaan le ko'olelo le xunáano ka tu yilaje de ke ts'apakbal le u pool u baakel u pool le máako'ob ku bisiko,spk_019,01_Anatolio_Pech_21
spk_019_utt_0022,ku jaantik wale wa kesa'ab tu'uxe chéen u baakel ch'ejekbal u baakelo'ob beya,spk_019,01_Anatolio_Pech_22
spk_019_utt_0023,ka tu yilaje ti chila'ani tu weenel ka tu mache ka tu k'axaj yéetel le xchi'ichi'ibej tu yook beya tu k'axaj tu ka'ap'éelil u yooke ka tu k'axaj te'ela k'axaj te'ela,spk_019,01_Anatolio_Pech_23
spk_019_utt_0024,jaaj le ka jaaj le ko'olelo tu p'isbal u wach'ikubáaj tu p'isbal u kotsik le,spk_019,01_Anatolio_Pech_24
spk_019_utt_0025,suum beeta'ano ma utschaji entonkes leti'e ka tu yilaj túun beyo,spk_019,01_Anatolio_Pech_25
spk_019_utt_0026,ka tu yilaj ma tu yutstal u kotsik le suumo ka jo'op u yok'ol tu táan le máako ka tu ya'alaj ti'e  ba'axten ka meentik teen beya ma waáj ta wilike tene,spk_019,01_Anatolio_Pech_26
spk_019_utt_0027,kin bin in ch'a le máako'obo pero uti'al in kuxtal tumen tene mixba'al uláak je u yustal in jaantike chéen leti le máako'ob beyo entonkes letene kin bin in ch'a'e uti'al in jaantej bejla ts'a k'axikene bíin ken in beetik,spk_019,01_Anatolio_Pech_27
spk_019_utt_0028,pues ka a'ala'ab ti tumen le máako pues ma'alob bejla'e wey náak teche,spk_019,01_Anatolio_Pech_28
spk_019_utt_0029,ma tan suut a bin a ch'a mixmáak a jaantej wey kun ts'o'okol a k'iine teche te kan p'áatal te'ela nika'aj in sutech tuunichil,spk_019,01_Anatolio_Pech_29
spk_019_utt_0030,tuunich kan p'áatale uti'al tak tu ts'ook k'iin mina'an uti'al a ka jaantik mixmáak te túun,spk_019,01_Anatolio_Pech_30
spk_019_utt_0031,yiknal áaktuno ti p'áat te tu'ux u sen jaantmaj le máako'obo le ba'ax tu beet le máak tu'ux oko tu tselaj,spk_019,01_Anatolio_Pech_31
spk_019_utt_0032,bejla'e wa a k'áat okole je u yutstal a wokole pero yaan a kaxtik túune suum suum chowak uti'al ka páatak a wokoli,spk_019,01_Anatolio_Pech_32
spk_019_utt_0033,to'one bino'on ilej tene bino'on ilej oko'on te'elo,spk_019,01_Anatolio_Pech_33
spk_019_utt_0034,pero ma jk'ucho'on xan te jach tu'ux yaan le ko'olel su'ut tuunichilo tumen xu'up to'on suum mina'an to'on u maasil suume ti jnáako'on te'elo ma k'ucho'on tu yiknali le,spk_019,01_Anatolio_Pech_34
spk_019_utt_0035,je'elo yaan míin kex junk'aalil beya tia'an jump'éel jool buka'aja ku ya'alik le máako'obo,spk_019,01_Anatolio_Pech_35
spk_019_utt_0036,de ke tu tojil tu'ux yaan le joolo tia'an bin le xunáano le ko'olelo jaaj pues te'elo wa ka xi'ik máak wa ma sajakeche,spk_019,01_Anatolio_Pech_36
spk_019_utt_0037,wa yaan suume ka woksik tumen le t bisaj to'ono noventa metros pero ma jk'ucho'on ka xu'ul le suumo jaan ma kóojo'oni,spk_019,01_Anatolio_Pech_37
spk_019_utt_0038,chéen ka wilik chika'an beya chika'an ba'alo'ob bey tuuniche bey ma in wojele wa leti le u pool le máako'obo waáj jach tuunicho'ob xan jaaj,spk_019,01_Anatolio_Pech_38
spk_019_utt_0039,pero ma k'ucho'oni jaa bey ts'o'okiko,spk_019,01_Anatolio_Pech_39
spk_020_utt_0001,juan t'u'ul leéken a tsikbalto jaaj  je'elo le chan konejoo le xnuk kojo ka jo'op u taal u taal te bejo,spk_020,02_Liboria_May_1
spk_020_utt_0002,ka enkontrarta'ab tumen le chan t'u'ulo leti le chan t'u'ulo xíimbalil u taal ku ya'ala'al bin ti'e  tu'un ka bin  tene chéen tin máan  ki bin  kux túun teech  tene te chak'an kin bina  ki bin  nika'aj in,spk_020,02_Liboria_May_2
spk_020_utt_0003,wil in mejen paalal in p'atmaji ku chan a'alik bin óotsil xnuk koj  je'elo ko'ox  pues si ma tu yutstal in taal  ki bin  wa ka a ki kuchene je k bine  ki bin  je'elo ma'alob  ki bin,spk_020,02_Liboria_May_3
spk_020_utt_0004,je'elo na'aken tin pu'uch síit'naj le chan ba'alo tu pu'uch le xnuk kojo ka jo'op u bin u bin tu bino'ob u k'uchulo'ob te chak'an túun bino,spk_020,02_Liboria_May_4
spk_020_utt_0005,ku ya'alik bine  je wáaj a ki bisik teen jump'éel karga aake  ki bin  uti'al in meentik in chan taanaj uti'al in mejen paalal  ku chan a'alik bin le chan konejoo  le aako xíiwul xíiw wáaj sakate ba'ax  jaaj je'elo ka jo'op ku ya'alik bine  ma táan  ki bin  ,spk_020,02_Liboria_May_5
spk_020_utt_0006,bueno ki bis teen  ki bin  bueno bix túun kéen k meentej  pues yaan in k'axik ta pu'uch  ku ya'ala'al bin ka bin k'a'ax yéetel aak aak jóol wáaj ba'ax ken u kaxt beyo ku k'axaj ka síit'naje,spk_020,02_Liboria_May_6
spk_020_utt_0007,jaan ka síit'naje tu pu'uch le xnuk kojo ka jo'op u bino'ob ku ya'alik bine  wa ka a ki cha'e jin ts'u'uts'e  ki bin  táaj taak in ts'u'uts  ki bin  mare ma táan  ki bin  bik a tóoken  ki bin  ma  ki bin,spk_020,02_Liboria_May_7
spk_020_utt_0008,je'elo ka konseguirta'abe ka jo'op u bino'ob je'elo ka bin,spk_020,02_Liboria_May_8
spk_020_utt_0009,ku ya'alik bine ka bin ki bine ka bin tu ki t'ab le aak tu'ux ki yaano leti'e ka ki púuts'e bin tu meentaj,spk_020,02_Liboria_May_9
spk_020_utt_0010,le bin le óotsil xnuk koje eyaj je túun bin ku chilaankil lu'um beya ka u yil u kotsik le ba'ax ku yelel tu pu'ucho,spk_020,02_Liboria_May_10
spk_020_utt_0011,ka tu síijaj dios bin u yela'aj le aak bey ka lúubo ej ka jo'op u bin je'elo ka túun júup tu paach u kaxtej,spk_020,02_Liboria_May_11
spk_020_utt_0012,je'elo tu kaxtaj je'elo ka bin ka túun tu yil le jun jene le ts'arbayo,spk_020,02_Liboria_May_12
spk_020_utt_0013,ka ki ok leti'i ka jo'op u ya'alik beyo  je'abáaj ts'arbay nup'abáaj ts'arbay je'abáaj ts'arbay ti ki ch'uya'ani ku ya'alik bin le óotsil xnuk kojo  je'el in puuts'o  ki bin  leti lela  ki bin,spk_020,02_Liboria_May_13
spk_020_utt_0014,taal bine ku ya'alik bine  ba'an ka kaxtik te'elo  ku ya'ala'al bin  mixba'al  ki bin  dios tene desde ku ts'a'abal yóok'ol kaab weye kaj ki ts'a'aben te'ela tene tia'aneni  aah ma jaaji  ki bin,spk_020,02_Liboria_May_14
spk_020_utt_0015,teech le ta tóokene  ki bin je'elo ka bin ka bin a'ala'ab ti beyo je'elo  oken ka kan le k'aay kin meentika  ki bin ka jo'op u k'aay xan,spk_020,02_Liboria_May_15
spk_020_utt_0016,je'elo ts'a kanik pa'at in jáan bin janal oora kin suute  ki bin aay dios óotsil xnuk koje kaj ki p'áatij,spk_020,02_Liboria_May_16
spk_020_utt_0017,tia'ani tia'ani ma wáaj bin ka tu'ub ti bine ku ya'alik bine  nup'abáaj ts'arbay nup'abáaj ts'arbay ku yu'ub bine ts'o'okij tu je'ep'el ku ya'alik bine  bix túun ken in ki meentik dios mío  ki bin,spk_020,02_Liboria_May_17
spk_020_utt_0018,ku chéen kulukbal bey te ich le ba'axo je'elo k'a'aj túun ti bin beyo ka jo'op u ya'alik  je'abáaj ts'arbay je'abáaj ts'arbay je'abáaj ts'arbay ka bin tu yilaje ts'o'okij chan jóok u yáalkab bine dios bin tu meentaj,spk_020,02_Liboria_May_18
spk_020_utt_0019,je'elo ku k'uchul túun bin le chan konejo bino ka jok ti jump'éel sajkab ok te sajkab bino chéen u xakla'am u chan ooke chéen láat'maj bin u nak le sajkab beya ku ya'alik bine,spk_020,02_Liboria_May_19
spk_020_utt_0020,jay leti le in puuts'o  ki bin ok bin te sajkabo  yaan in jaantik bejla'e  ki bin ok te sajkab bino ka bin  hola juanito  ku ya'ala'al bin  teech le ta tusene  ku ya'alik,spk_020,02_Liboria_May_20
spk_020_utt_0021,ay dios  ki bin  tene desde ku ts'a'abal yóok'ol kaab ka jts'a'aben te sajkaba  ki bin  ta wilik bix yaanilen jump'éel u yook u mejen ooko'ob bin beya u chéen láat'maj bin,spk_020,02_Liboria_May_21
spk_020_utt_0022,ja'alibe  ku ya'alik bine  ts'in séet ka'anal  ki bin  wa ka a ki wóote  ki bin  ja ki áantikene  ki bin taal bin le óotsil xnuk kojo ka tu chéen láat'aj bin xan le sajkabo,spk_020,02_Liboria_May_22
spk_020_utt_0023,u chen xachla'amaj bin u yook ku ya'alik bine  pa'at in jáan bin janal oora kin suute kin suute ka bin  aa ma'alob,spk_020,02_Liboria_May_23
spk_020_utt_0024,je'elo p'áat bin te sajkabo ka bin binij je'elo tia'an bini u láat'maj bin túun bin le xnuk koj le sajkab beya,spk_020,02_Liboria_May_24
spk_020_utt_0025,ku chan péeksik u k'abe ku yu'ubike ku júutule ku ka láat'ik náak bin ti'e ku ya'alik bine  pues lela chéen tu tusen  ki bin ma,spk_020,02_Liboria_May_25
spk_020_utt_0026,ka bin tu lu'us u k'abe ku yilik bix kun jéen le ba'axo bey leti'e una piesa yaanil jaaj je'elo ka jóok u yáalkab bin xane binij ka jo'op u bin le bej ku bisiko tu bin k'uchul túun bine ka bin tu,spk_020,02_Liboria_May_26
spk_020_utt_0027,yilaje le túun le xta'aka'anilo ka bin ki oke  ba'ax xta'aka'anil  míin de le ba'alo míin bey aak'e,spk_020,02_Liboria_May_27
spk_020_utt_0028,chéen kin wu'uyik ku ya'ala'al beyo tumen bin ku sáats'al le ken u t'íincha'at bin le lu'umo ku bin le ba'alo ts'o'okole ku ka suut ku ka bin a'ala'ab bin ti'e  teech,spk_020,02_Liboria_May_28
